Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Park Services including Waterways,Toilets - Kings Domain North,Green Power,Electricity,0,kWh,0,4/24/2014 0:00,5/22/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Kings Domain North,Green Power,Electricity,0,kWh,0,5/23/2014 0:00,6/20/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Kings Domain South,Green Power,Electricity,0,kWh,0,12/10/2013 0:00,3/12/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Kings Domain South,Green Power,Electricity,0,kWh,0,3/13/2014 0:00,6/12/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Powlett Reserve,Green Power,Electricity,0,kWh,0,8/8/2013 0:00,11/3/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Powlett Reserve,Green Power,Electricity,0,kWh,0,11/4/2013 0:00,2/6/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Powlett Reserve,Green Power,Electricity,0,kWh,0,2/7/2014 0:00,5/14/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park North,Green Power,Electricity,0,kWh,0,7/11/2013 0:00,10/8/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park North,Green Power,Electricity,0,kWh,0,10/9/2013 0:00,1/9/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park North,Green Power,Electricity,0,kWh,0,1/10/2014 0:00,4/9/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park South,Green Power,Electricity,0,kWh,0,7/9/2013 0:00,10/4/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park South,Green Power,Electricity,0,kWh,0,10/5/2013 0:00,1/7/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park South,Green Power,Electricity,0,kWh,0,1/8/2014 0:00,4/7/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Green Power,Electricity,0,kWh,0,7/12/2013 0:00,10/9/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Green Power,Electricity,0,kWh,0,10/10/2013 0:00,1/10/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Green Power,Electricity,0,kWh,0,1/11/2014 0:00,4/10/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ryder Oval Royal Park,Green Power,Electricity,0,kWh,0,7/12/2013 0:00,10/9/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Ryder Oval Royal Park,Green Power,Electricity,0,kWh,0,10/10/2013 0:00,1/10/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ryder Oval Royal Park,Green Power,Electricity,0,kWh,0,1/11/2014 0:00,4/10/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Newquay,Green Power,Electricity,1409.639,kWh,0,6/7/2013 0:00,9/6/2013 0:00,CoM,,
Park Services including Waterways,Lease - Marina Newquay,Green Power,Electricity,1481.606,kWh,0,9/7/2013 0:00,12/6/2013 0:00,CoM,,
Park Services including Waterways,Lease - Marina Newquay,Green Power,Electricity,1742.376,kWh,0,12/7/2013 0:00,3/6/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Newquay,Green Power,Electricity,1561.633,kWh,0,3/7/2014 0:00,6/3/2014 0:00,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Green Power,Electricity,0,kWh,0,6/18/2013 0:00,9/11/2013 0:00,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Green Power,Electricity,0,kWh,0,9/12/2013 0:00,12/13/2013 0:00,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Green Power,Electricity,0,kWh,0,12/14/2013 0:00,1/14/2014 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,3/16/2012 0:00,9/11/2013 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,9/12/2013 0:00,10/13/2013 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,3/20/2012 0:00,9/11/2013 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,9/12/2013 0:00,12/13/2013 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,12/14/2013 0:00,2/24/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,4/6/2013 0:00,7/5/2013 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,7/6/2013 0:00,10/4/2013 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,10/5/2013 0:00,1/7/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,1/8/2014 0:00,4/7/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/12/2013 0:00,7/11/2013 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,7/12/2013 0:00,10/11/2013 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,10/12/2013 0:00,1/10/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,1/11/2014 0:00,1/21/2014 0:00,CoM,,
Park Services including Waterways,Pumping Station - St Kilda Road,Green Power,Electricity,0,kWh,0,6/15/2013 0:00,9/12/2013 0:00,CoM,,
Park Services including Waterways,Pumping Station - St Kilda Road,Green Power,Electricity,0,kWh,0,9/13/2013 0:00,12/16/2013 0:00,CoM,,
Park Services including Waterways,Pumping Station - St Kilda Road,Green Power,Electricity,0,kWh,0,12/17/2013 0:00,3/11/2014 0:00,CoM,,
Park Services including Waterways,Pumping Station - St Kilda Road,Green Power,Electricity,0,kWh,0,3/12/2014 0:00,6/13/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/3/2013 0:00,7/3/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,7/4/2013 0:00,10/3/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,10/4/2013 0:00,1/3/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,1/4/2014 0:00,4/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/3/2013 0:00,7/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,7/3/2013 0:00,10/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,10/3/2013 0:00,12/31/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,4/1/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/29/2013 0:00,9/25/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,9/26/2013 0:00,12/27/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,12/28/2013 0:00,3/25/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/3/2013 0:00,7/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,7/3/2013 0:00,10/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,10/3/2013 0:00,1/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,1/3/2014 0:00,4/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/29/2013 0:00,9/25/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,9/26/2013 0:00,12/27/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,12/28/2013 0:00,3/25/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/3/2013 0:00,7/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,7/3/2013 0:00,10/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,10/3/2013 0:00,1/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,1/3/2014 0:00,4/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/29/2013 0:00,9/25/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,9/26/2013 0:00,12/27/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,12/28/2013 0:00,3/25/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/3/2013 0:00,7/3/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,7/4/2013 0:00,10/3/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,10/4/2013 0:00,1/3/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,1/4/2014 0:00,4/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/28/2013 0:00,9/23/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,9/24/2013 0:00,12/27/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,12/28/2013 0:00,3/25/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/3/2013 0:00,7/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,7/3/2013 0:00,10/2/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,10/3/2013 0:00,1/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,1/3/2014 0:00,4/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,3/28/2013 0:00,7/1/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,7/2/2013 0:00,10/1/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,10/2/2013 0:00,12/31/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,4/1/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Green Power,Electricity,0,kWh,0,1/9/2014 0:00,4/10/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,6/23/2013 0:00,7/23/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,7/24/2013 0:00,7/26/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,7/27/2013 0:00,8/25/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,8/26/2013 0:00,8/26/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,8/27/2013 0:00,9/23/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,9/24/2013 0:00,9/26/2013 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,9/27/2013 0:00,10/13/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Green Power,Electricity,0,kWh,0,4/3/2013 0:00,7/2/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Green Power,Electricity,0,kWh,0,7/3/2013 0:00,10/2/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Green Power,Electricity,0,kWh,0,10/3/2013 0:00,12/31/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,4/2/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Alexandra Gardens,Green Power,Electricity,0,kWh,0,6/15/2013 0:00,9/12/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Alexandra Gardens,Green Power,Electricity,0,kWh,0,9/13/2013 0:00,12/16/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Alexandra Gardens,Green Power,Electricity,0,kWh,0,12/17/2013 0:00,1/21/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Flagstaff Gardens,Green Power,Electricity,0,kWh,0,6/7/2013 0:00,9/3/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Flagstaff Gardens,Green Power,Electricity,0,kWh,0,9/4/2013 0:00,12/2/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Flagstaff Gardens,Green Power,Electricity,0,kWh,0,12/3/2013 0:00,1/21/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/8/2014 0:00,7/7/2014 0:00,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/17/2014 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,12/12/2013 0:00,12/31/2013 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Garden Alexandra,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Garden - Fitzroy,Green Power,Electricity,0,kWh,0,4/2/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Garden - Fitzroy,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Garden - Fitzroy,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Garden - Fitzroy,Green Power,Electricity,0,kWh,0,8/22/2013 0:00,8/29/2013 0:00,CoM,,
Park Services including Waterways,Garden - Fitzroy,Green Power,Electricity,0,kWh,0,5/30/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Garden - Fitzroy,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Garden - Queen Victoria,Green Power,Electricity,0,kWh,0,6/17/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Newquay,Green Power,Electricity,442.9190935,kWh,0,6/4/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Green Power,Electricity,0,kWh,0,12/1/2013 0:00,12/31/2013 0:00,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Birrarung Marr,Green Power,Electricity,0,kWh,0,6/26/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Fawkner,Green Power,Electricity,0,kWh,0,6/17/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Fawkner,Green Power,Electricity,0,kWh,0,5/29/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Fawkner,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - JJ Holland,Green Power,Electricity,0,kWh,0,6/17/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Kings Domain,Green Power,Electricity,0,kWh,0,6/17/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Kings Domain,Green Power,Electricity,0,kWh,0,5/2/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Kings Domain,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Kings Domain,Green Power,Electricity,0,kWh,0,6/25/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Manningham,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Manningham,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Manningham,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Parliament,Green Power,Electricity,0,kWh,0,6/26/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,4/2/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,4/8/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Princes Park,Green Power,Electricity,0,kWh,0,6/20/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/10/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/6/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Shrine,Green Power,Electricity,0,kWh,0,2/26/2014 0:00,2/28/2014 0:00,CoM,,
Park Services including Waterways,Park - Shrine,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Park - Shrine,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Park - Shrine,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Alexandra Park,Green Power,Electricity,0,kWh,0,6/17/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Bellair Street Reserve,Green Power,Electricity,1.205555556,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Bellair Street Reserve,Green Power,Electricity,1.205555556,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Bellair Street Reserve,Green Power,Electricity,0.505555556,kWh,0,9/1/2013 0:00,9/13/2013 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Royal Park North,Green Power,Electricity,0,kWh,0,6/20/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Royal Park South,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Royal Park South,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Public Barbecue - Royal Park South,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Pumping Station - Manningham Street,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Pumping Station - Manningham Street,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Pumping Station - Manningham Street,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,3/29/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/2/2014 0:00,4/2/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,3/26/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/28/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,3/26/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/28/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,3/26/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
